site_id,latitude,longitude,igbp,bowen_ratio,bowen_std,bowen_median,mean_H,mean_LE,mean_netrad,mean_TA,n_valid_months,total_months,biome_group,ceres_sfc_net_sw_mean,ceres_sfc_net_sw_std,ceres_sfc_net_lw_mean,ceres_sfc_net_lw_std,ceres_toa_net_mean,ceres_toa_net_std,ceres_toa_sw_up_mean,ceres_toa_sw_up_std,ceres_toa_lw_up_mean,ceres_toa_lw_up_std,ceres_toa_net_clr_mean,ceres_toa_net_clr_std,ceres_toa_sw_clr_mean,ceres_toa_sw_clr_std,ceres_toa_lw_clr_mean,ceres_toa_lw_clr_std,ceres_toa_cre_sw_mean,ceres_toa_cre_sw_std,ceres_toa_cre_lw_mean,ceres_toa_cre_lw_std,ceres_toa_cre_net_mean,ceres_toa_cre_net_std,ceres_sfc_net_rad,ceres_atm_absorption,forcing_proxy_raw,forcing_proxy,cre_jja,cre_djf,era5_cape,era5_tcwv,era5_blh,era5_precip,source,eta
DE-RuS,50.865906,6.4471445,CRO,0.1012156539374286,1.2473366898871252,0.2925780382694226,6.778770449349617,66.97353804126227,62.286516060737945,11.617416090890442,3610,3653.0,Cropland,105.4496841430664,62.94062423706055,-45.91009140014648,13.09827995300293,-50.64426040649414,84.08414459228516,109.88105010986328,46.187767028808594,224.26144409179688,15.726914405822754,-22.20329666137696,104.57880401611328,55.99906539916992,24.33111572265625,249.70497131347656,13.317113876342772,-53.88199234008789,24.1141414642334,25.443511962890625,6.441130638122559,-28.438480377197266,23.77479553222656,59.53959274291992,-110.18385314941406,0.1088320695724798,0.2140103151506919,-51.73392105102539,-3.528733968734741,31.720312118530277,15.999109268188477,582.8034057617188,855.9763885568827,FluxDataKit-v3,0.42462263767036423
AU-Cow,-16.238189697265625,145.42715454101562,EBF,0.1063258328200182,0.2662320875484512,0.3115201111594951,10.862603926846369,102.16335615479176,91.46883369580578,23.66173728700597,1648,2191.0,Forest,207.0834045410156,38.33839416503906,-49.89607620239258,11.85241413116455,34.31906509399414,59.73390579223633,101.20484161376952,25.93929100036621,264.0528869628906,23.768848419189453,42.7403678894043,55.72087478637695,63.81960678100586,10.614526748657228,293.0116882324219,8.0868501663208,-37.38523483276367,21.00567054748535,28.95879364013672,18.323354721069336,-8.426443099975586,11.932184219360352,157.18732833862305,-122.8682632446289,0.1187574334113813,0.2335278181394038,-14.55769157409668,-7.778697490692139,247.2096405029297,35.56571578979492,686.1666870117188,1920.3636702150104,FluxDataKit-v3,0.08248009283493338
FR-Lq1,45.64305877685547,2.735830068588257,GRA,0.110273765317003,0.1824158748716658,0.2173265602273888,4.994974646065947,45.29612851893592,53.26777787855733,9.596883812404837,168,1096.0,Grassland,126.06787109375,63.79856872558594,-53.30911636352539,12.410428047180176,-33.476444244384766,80.33446502685547,111.19126892089844,39.99715042114258,228.635498046875,16.264257431030273,-6.021552562713623,97.85199737548828,60.03971481323242,20.26116180419922,252.3344116210937,13.335200309753418,-51.15155029296875,22.437862396240234,23.69890594482422,6.592747211456299,-27.4526481628418,21.61441421508789,72.75875473022461,-106.23519897460938,0.0937710346666563,0.1843938901451536,-42.536865234375,-6.757728099822998,43.87239456176758,13.598342895507812,553.6394653320312,1028.7615656852722,FluxDataKit-v3,0.6060705199422352
DE-Seh,50.87062454223633,6.449649810791016,CRO,0.1173962898103124,0.7138653493485105,0.3448242358579995,5.97081885035302,50.860370970842425,43.79443933750138,10.673922395706198,1040,1096.0,Cropland,105.4496841430664,62.94062423706055,-45.91009140014648,13.09827995300293,-50.64426040649414,84.08414459228516,109.88105010986328,46.187767028808594,224.26144409179688,15.726914405822754,-22.20329666137696,104.57880401611328,55.99906539916992,24.33111572265625,249.70497131347656,13.317113876342772,-53.88199234008789,24.1141414642334,25.443511962890625,6.441130638122559,-28.438480377197266,23.77479553222656,59.53959274291992,-110.18385314941406,0.1363373738921274,0.2680974869639894,-51.73392105102539,-3.528733968734741,31.720312118530277,15.999109268188477,582.8034057617188,855.9763885568827,FluxDataKit-v3,0.5591481114736789
US-EML,63.8784,-149.2536,OSH,0.1242504426180772,1.019809807452371,0.6544980964336469,3.696566585818327,29.75093293776736,80.5672334913259,3.72610558495186,3365,4749.0,Shrubland,68.86837768554688,61.48173522949219,-45.02685928344727,8.899128913879395,-85.02083587646484,84.48802947998047,103.31546783447266,69.07129669189453,203.81570434570312,15.9290132522583,-67.78988647460938,112.49853515625,65.02803802490234,46.15963745117188,224.8694610595703,19.14775657653809,-38.28742218017578,34.66878128051758,21.053741455078125,6.631033897399902,-17.23368263244629,30.83333969116211,23.84151840209961,-108.86235427856444,0.0458817614262044,0.0902231324007995,,,6.528385639190674,8.697744369506836,391.4587097167969,598.307711770758,FluxDataKit-v3,0.5792652845036993
DE-Hte,54.210278,12.176111,WET,0.1309083421588329,0.369535134305239,0.3407768822443486,6.061844657395353,46.30602265240231,58.63174611977048,10.19284769442437,3437,3652.0,Wetland,112.7300796508789,78.40424346923828,-50.66762924194336,9.690053939819336,-49.85811233520508,100.01268768310548,88.45252227783203,37.909271240234375,225.9293365478516,16.09178352355957,-29.724729537963867,123.94703674316406,40.8603630065918,16.57490348815918,253.38894653320312,13.14280128479004,-47.59215927124024,24.548734664916992,27.459585189819336,7.025197505950928,-20.13257598876953,27.24174118041992,62.06245040893555,-111.92056274414062,0.1033884381511079,0.203305811591875,-47.77332305908203,7.166369915008545,26.674999237060547,15.796935081481934,590.6270751953125,798.6399333458394,FluxDataKit-v3,0.4347723003527074
CH-Aws,46.583306,9.790417,GRA,0.1365133691755724,0.2949688465327373,0.2470432325946087,10.05450779651019,73.65218408446793,98.5364300732926,8.708436483129162,1399,5479.0,Grassland,110.9582748413086,60.33107376098633,-57.30934143066406,10.85959815979004,-41.47169876098633,76.51124572753906,123.88502502441406,48.571537017822266,219.466552734375,15.690597534179688,-14.880210876464844,100.9196548461914,71.32032012939453,25.279998779296875,245.4428253173828,14.591052055358888,-52.564701080322266,29.32349395751953,25.97627639770508,5.939658164978027,-26.588424682617188,27.2641658782959,53.64893341064453,-95.12063217163086,0.1020384825087688,0.200651222429036,-53.09803009033203,4.160852432250977,32.86901092529297,7.216816425323486,338.0380249023437,1439.9326499551537,FluxDataKit-v3,0.3609998130147
US-Bi1,38.0992,-121.4993,CRO,0.1401046014309788,0.50907147778234,0.3862159370572715,14.102464090109647,100.65668040929472,102.4907555988784,14.350822741364803,2190,2192.0,Cropland,182.84825134277344,77.48599243164062,-82.94524383544922,24.26352310180664,-3.1284122467041016,77.3818588256836,81.81661987304688,17.62238121032715,257.1395874023437,28.415586471557617,-0.2977011203765869,79.12359619140625,61.39570999145508,17.496355056762695,274.7258605957031,18.82968521118164,-20.420907974243164,14.646413803100586,17.586288452148438,10.863920211791992,-2.8346197605133057,8.059957504272461,99.90300750732422,-103.03141975402832,0.1375974253258796,0.2705752860677158,,,5.843489646911621,15.492157936096191,406.3092346191406,453.3437348436564,FluxDataKit-v3,0.02816126807467768
US-Myb,38.0499,-121.765,WET,0.1463802900681943,0.4575336365124191,0.3065866274434108,12.509265656460824,85.45730884009808,112.11685397745298,15.544225232468122,4324,4383.0,Wetland,182.84825134277344,77.48599243164062,-82.94524383544922,24.26352310180664,-3.1284122467041016,77.3818588256836,81.81661987304688,17.62238121032715,257.1395874023437,28.415586471557617,-0.2977011203765869,79.12359619140625,61.39570999145508,17.496355056762695,274.7258605957031,18.82968521118164,-20.420907974243164,14.646413803100586,17.586288452148438,10.863920211791992,-2.8346197605133057,8.059957504272461,99.90300750732422,-103.03141975402832,0.1115734629779789,0.2194010650368931,,,5.927083492279053,15.127497673034668,394.25390625,452.46768568176776,FluxDataKit-v3,0.03317000966900624
IE-Dri,51.98669052124024,-8.751810073852539,GRA,0.1474855815311797,0.3486661523715184,0.3854391851863009,7.394861188410852,50.13955338303708,58.06122102573372,9.909271979696705,937,1096.0,Grassland,112.09319305419922,66.9663314819336,-48.46720504760742,6.257774829864502,-50.74788665771485,90.09327697753906,102.01253509521484,43.88861083984375,227.5331115722656,12.1276273727417,-16.717174530029297,127.66307067871094,37.10025405883789,10.831092834472656,258.4188232421875,6.528341293334961,-64.91227722167969,33.78022384643555,30.885725021362305,7.663321495056152,-34.02654266357422,38.95957946777344,63.6259880065918,-114.37387466430664,0.1273631704220158,0.2504503713627744,,,12.995312690734863,15.880094528198242,679.8991088867188,984.307456528768,FluxDataKit-v3,0.6786367322347525
US-Sne,38.0369,-121.7547,GRA,0.1548153259005049,0.2645545818200773,0.2324047961148525,17.629118577564775,113.87192111002288,112.08643829882595,15.09882206437843,1417,1827.0,Grassland,182.84825134277344,77.48599243164062,-82.94524383544922,24.26352310180664,-3.1284122467041016,77.3818588256836,81.81661987304688,17.62238121032715,257.1395874023437,28.415586471557617,-0.2977011203765869,79.12359619140625,61.39570999145508,17.496355056762695,274.7258605957031,18.82968521118164,-20.420907974243164,14.646413803100586,17.586288452148438,10.863920211791992,-2.8346197605133057,8.059957504272461,99.90300750732422,-103.03141975402832,0.1572814592481294,0.3092825009510284,,,5.927083492279053,15.127497673034668,394.25390625,452.46768568176776,FluxDataKit-v3,0.02489305293949068
FR-Lq2,45.639190673828125,2.737030029296875,GRA,0.1661785779492489,0.2380058322039875,0.2727703661340553,7.526746707585039,45.293122618269805,50.987355527646656,7.52526335345059,167,1096.0,Grassland,126.06787109375,63.79856872558594,-53.30911636352539,12.410428047180176,-33.476444244384766,80.33446502685547,111.19126892089844,39.99715042114258,228.635498046875,16.264257431030273,-6.021552562713623,97.85199737548828,60.03971481323242,20.26116180419922,252.3344116210937,13.335200309753418,-51.15155029296875,22.437862396240234,23.69890594482422,6.592747211456299,-27.4526481628418,21.61441421508789,72.75875473022461,-106.23519897460938,0.1476198682927151,0.2902836880703427,-42.536865234375,-6.757728099822998,43.87239456176758,13.598342895507812,553.6394653320312,1028.7615656852722,FluxDataKit-v3,0.6061107421144833
US-OWC,41.3795,-82.5125,WET,0.1707264151626734,0.2812967349160398,0.2132243784702311,15.104065300176682,88.46941046460245,51.00572818715721,12.608902324479978,731,731.0,Wetland,137.96498107910156,70.03680419921875,-50.42030334472656,11.597549438476562,-16.10087013244629,83.10013580322266,110.8703842163086,26.21641540527344,228.84439086914065,20.719688415527344,0.5897711515426636,98.6706771850586,63.218788146972656,20.851377487182617,259.8092041015625,19.849973678588867,-47.65157699584961,23.509506225585938,30.96481132507324,6.1359710693359375,-16.686767578125,22.56950569152832,87.544677734375,-103.64554786682127,0.2961248831651765,0.5823079522340209,,,112.8523406982422,18.22453498840332,583.8980712890625,1287.7762061543765,FluxDataKit-v3,0.188616240240479
